station_name,direction,ToDir,station_idx,station_lon,station_lat
中山南一路西藏南路,中山南一路西藏南路-忻康里,0,310100054679002,121.48422566328077,31.203371845216665
市九医院,中山南一路西藏南路-忻康里,0,310100054679003,121.48015015926201,31.206090605470493
制造局路斜土路,中山南一路西藏南路-忻康里,0,310100054679004,121.47979761281893,31.209881750427098
斜桥,中山南一路西藏南路-忻康里,0,310100054679005,121.4769724726136,31.214699310023022
建国新路西藏南路,中山南一路西藏南路-忻康里,0,310100054679006,121.47971372257551,31.21691413959102
老西门(西藏南路),中山南一路西藏南路-忻康里,0,310100054679007,121.47966740269712,31.218783117611487
西藏南路淮海东路,中山南一路西藏南路-忻康里,0,310100054679008,121.4764055336201,31.226454136767426
金陵中路龙门路,中山南一路西藏南路-忻康里,0,310100054679021,121.47363403481637,31.227944608892802
武胜路黄陂北路,中山南一路西藏南路-忻康里,0,310100054679010,121.4661785564858,31.229562501988617
威海路石门一路,中山南一路西藏南路-忻康里,0,310100054679011,121.46027740036298,31.229211448042165
石门一路南京西路,中山南一路西藏南路-忻康里,0,310100054679012,121.45796648034316,31.230351209152115
江宁路南京西路,中山南一路西藏南路-忻康里,0,310100054679020,121.45105009727422,31.231446556350097
武定路江宁路,中山南一路西藏南路-忻康里,0,310100054679014,121.4469350901123,31.236126525242227
武定路西康路,中山南一路西藏南路-忻康里,0,310100054679015,121.44343981109355,31.234111377132677
武定路常德路,中山南一路西藏南路-忻康里,0,310100054679016,121.4395942726571,31.232454877451516
武定路延平路,中山南一路西藏南路-忻康里,0,310100054679017,121.43694876892675,31.231560622916703
武定路万春街,中山南一路西藏南路-忻康里,0,310100054679018,121.43340897401387,31.229756647814686
忻康里,中山南一路西藏南路-忻康里,0,310100054679019,121.42643196228202,31.23099913053766
忻康里,忻康里-中山南一路西藏南路,1,310100054678002,121.42644698528433,31.23099914971937
康定路万春街,忻康里-中山南一路西藏南路,1,310100054678003,121.43077995753092,31.232597346654796
康定路延平路,忻康里-中山南一路西藏南路,1,310100054678004,121.43616105165728,31.232929653430933
康定路常德路,忻康里-中山南一路西藏南路,1,310100054678005,121.43878338550158,31.234093661758305
康定路西康路,忻康里-中山南一路西藏南路,1,310100054678006,121.44213968710483,31.23543824905476
康定路江宁路,忻康里-中山南一路西藏南路,1,310100054678024,121.44630043765308,31.237039789880672
江宁路南京西路,忻康里-中山南一路西藏南路,1,310100054678009,121.45149433561807,31.230828834424358
威海路石门一路,忻康里-中山南一路西藏南路,1,310100054678018,121.45773794990188,31.228789378338913
武胜路黄陂北路,忻康里-中山南一路西藏南路,1,310100054678010,121.4665146232091,31.22955939556576
延安东路普安路,忻康里-中山南一路西藏南路,1,310100054678026,121.47109252261203,31.228679202864164
西藏南路淮海东路,忻康里-中山南一路西藏南路,1,310100054678012,121.47623696151932,31.226427669202504
老西门(西藏南路),忻康里-中山南一路西藏南路,1,310100054678013,121.47781376204323,31.221654416821366
西藏南路陆家浜路,忻康里-中山南一路西藏南路,1,310100054678014,121.48094310091395,31.215681295850324
西藏南路斜土路,忻康里-中山南一路西藏南路,1,310100054678015,121.48272578770904,31.210385040764848
西藏南路瞿溪路,忻康里-中山南一路西藏南路,1,310100054678016,121.48380292339988,31.206302176241486
中山南一路西藏南路,忻康里-中山南一路西藏南路,1,310100054678017,121.48424574646893,31.203226974991065
