station_name,direction,ToDir,station_idx,station_lon,station_lat
中山北路中潭路,中山北路中潭路-南浦大桥,0,310100014813021,121.43523713771484,31.25686733585515
中潭路远景路,中山北路中潭路-南浦大桥,0,310100014813018,121.4388729004938,31.25343808815392
昌化路澳门路,中山北路中潭路-南浦大桥,0,310100014813019,121.43959276274292,31.24984797943796
天目西路恒丰路,中山北路中潭路-南浦大桥,0,310100014813020,121.44785141162387,31.247469309257546
恒丰路汉中路,中山北路中潭路-南浦大桥,0,310100014813003,121.45122539643285,31.24497776760313
新闸路成都北路,中山北路中潭路-南浦大桥,0,310100014813004,121.45870782608768,31.23991962752931
新闸路地铁站,中山北路中潭路-南浦大桥,0,310100014813005,121.46362859489673,31.240908606676687
长沙路北京西路,中山北路中潭路-南浦大桥,0,310100014813006,121.46694313220091,31.239532948158235
北京东路福建中路,中山北路中潭路-南浦大桥,0,310100014813007,121.47387775092896,31.2408273632909
河南中路南京东路,中山北路中潭路-南浦大桥,0,310100014813025,121.48108176260152,31.237056706795077
新北门,中山北路中潭路-南浦大桥,0,310100014813010,121.48719982269915,31.231421308160552
人民路新开河路,中山北路中潭路-南浦大桥,0,310100014813011,121.49076063005319,31.230494348120285
小东门,中山北路中潭路-南浦大桥,0,310100014813012,121.49267474752497,31.22762840793274
大东门,中山北路中潭路-南浦大桥,0,310100014813013,121.49446649220235,31.224120418378096
复兴东路光启路,中山北路中潭路-南浦大桥,0,310100014813022,121.48998739669919,31.224154997154496
河南南路蓬莱路,中山北路中潭路-南浦大桥,0,310100014813015,121.48767560197238,31.21866270195481
陆家浜路跨龙路,中山北路中潭路-南浦大桥,0,310100014813016,121.49062347337514,31.21476034699178
陆家浜路海潮路,中山北路中潭路-南浦大桥,0,310100014813024,121.49494212536439,31.213252999405167
南浦大桥,中山北路中潭路-南浦大桥,0,310100014813023,121.49673080464049,31.210459703431873
南浦大桥,南浦大桥-中山北路中潭路,1,310100014812002,121.49687530468746,31.210702019920888
陆家浜路海潮路,南浦大桥-中山北路中潭路,1,310100014812024,121.49455972455569,31.213534718096373
陆家浜路跨龙路,南浦大桥-中山北路中潭路,1,310100014812003,121.49083019816094,31.214954871856985
河南南路文庙路,南浦大桥-中山北路中潭路,1,310100014812004,121.48632750101129,31.22223901006354
复兴东路光启路,南浦大桥-中山北路中潭路,1,310100014812022,121.48861752077002,31.22386904667464
大东门,南浦大桥-中山北路中潭路,1,310100014812006,121.49459699374789,31.223746984996474
小东门,南浦大桥-中山北路中潭路,1,310100014812007,121.49328703972256,31.226566737648795
人民路新开河路,南浦大桥-中山北路中潭路,1,310100014812008,121.49067630227282,31.23079295764598
新北门,南浦大桥-中山北路中潭路,1,310100014812009,121.48742963674228,31.23147396634027
河南中路南京东路,南浦大桥-中山北路中潭路,1,310100014812025,121.4808518541316,31.23831046431728
北京东路福建中路,南浦大桥-中山北路中潭路,1,310100014812012,121.47374730844169,31.24088097296015
新闸路西藏中路,南浦大桥-中山北路中潭路,1,310100014812013,121.46703437836571,31.240057952705996
新闸路地铁站,南浦大桥-中山北路中潭路,1,310100014812014,121.46225935774696,31.24122494078309
新闸路石门二路,南浦大桥-中山北路中潭路,1,310100014812015,121.45666498745864,31.238838156066315
恒丰路汉中路,南浦大桥-中山北路中潭路,1,310100014812016,121.45119429861957,31.245150620393243
天目西路恒丰路,南浦大桥-中山北路中潭路,1,310100014812018,121.44786743715662,31.24764326528396
昌化路澳门路,南浦大桥-中山北路中潭路,1,310100014812019,121.43954664204705,31.25008578975315
中潭路远景路,南浦大桥-中山北路中潭路,1,310100014812020,121.43826152224909,31.254356596392554
中山北路中潭路,南浦大桥-中山北路中潭路,1,310100014812023,121.43529224185427,31.25691740454667
