station_name,direction,ToDir,station_idx,station_lon,station_lat
申昆路枢纽站,申昆路枢纽站-延安东路外滩,0,900000075844001,121.33069571976101,31.174405754249403
吴宝路,申昆路枢纽站-延安东路外滩,0,900000075844002,121.33485941942986,31.17436392455678
航新路,申昆路枢纽站-延安东路外滩,0,900000075844003,121.33913880479919,31.17733750328415
航东路,申昆路枢纽站-延安东路外滩,0,900000075844004,121.34699491965259,31.182905802038626
外环路,申昆路枢纽站-延安东路外滩,0,900000075844005,121.35631599408417,31.186040249470548
虹井路,申昆路枢纽站-延安东路外滩,0,900000075844006,121.36436758439048,31.18868871318743
剑河路,申昆路枢纽站-延安东路外滩,0,900000075844007,121.37252838832023,31.191234079878686
虹梅路,申昆路枢纽站-延安东路外滩,0,900000075844008,121.37927916646781,31.19368385723618
虹许路,申昆路枢纽站-延安东路外滩,0,900000075844009,121.38300498493808,31.19582022040423
水城南路,申昆路枢纽站-延安东路外滩,0,900000075844010,121.38776286947663,31.19861135376219
娄山关路,申昆路枢纽站-延安东路外滩,0,900000075844011,121.39805911276326,31.203099011759786
凯旋路,申昆路枢纽站-延安东路外滩,0,900000075844012,121.4114537285753,31.20974498024029
定西路,申昆路枢纽站-延安东路外滩,0,900000075844013,121.41856523081888,31.211307728081298
番禺路,申昆路枢纽站-延安东路外滩,0,900000075844014,121.42556217095103,31.213493283634218
江苏路,申昆路枢纽站-延安东路外滩,0,900000075844015,121.42717447078829,31.21536544330627
镇宁路,申昆路枢纽站-延安东路外滩,0,900000075844016,121.43406108099207,31.21970439429892
华山路,申昆路枢纽站-延安东路外滩,0,900000075844017,121.44019745508628,31.222465639715107
常德路,申昆路枢纽站-延安东路外滩,0,900000075844018,121.44358610382702,31.223131774789522
上海展览中心,申昆路枢纽站-延安东路外滩,0,900000075844019,121.44916469506073,31.22518233640043
茂名北路,申昆路枢纽站-延安东路外滩,0,900000075844020,121.45660695129257,31.225711083314664
成都北路,申昆路枢纽站-延安东路外滩,0,900000075844021,121.4634192505214,31.225736062430467
黄陂北路,申昆路枢纽站-延安东路外滩,0,900000075844026,121.46911410839594,31.228003105491048
西藏中路,申昆路枢纽站-延安东路外滩,0,900000075844023,121.47454385080012,31.230789843362164
河南中路,申昆路枢纽站-延安东路外滩,0,900000075844024,121.48314632626914,31.23315753515796
延安东路外滩,申昆路枢纽站-延安东路外滩,0,900000075844025,121.48636454470557,31.235032164584872
延安东路外滩,延安东路外滩-申昆路枢纽站,1,900000075843001,121.48641874927775,31.23489138994066
西藏中路,延安东路外滩-申昆路枢纽站,1,900000075843002,121.47440636503505,31.2310513348736
黄陂北路,延安东路外滩-申昆路枢纽站,1,900000075843003,121.46956955403316,31.22842015008969
成都北路,延安东路外滩-申昆路枢纽站,1,900000075843004,121.46335403088278,31.2259487943743
茂名北路,延安东路外滩-申昆路枢纽站,1,900000075843005,121.45726782921807,31.22598554655593
上海展览中心,延安东路外滩-申昆路枢纽站,1,900000075843006,121.4487375836815,31.225315353381838
常德路,延安东路外滩-申昆路枢纽站,1,900000075843007,121.44413636932568,31.223522678380412
华山路,延安东路外滩-申昆路枢纽站,1,900000075843008,121.44001102474509,31.222712181437192
镇宁路,延安东路外滩-申昆路枢纽站,1,900000075843009,121.43389574439345,31.21995201366689
江苏路,延安东路外滩-申昆路枢纽站,1,900000075843010,121.4272485589096,31.21569038538587
番禺路,延安东路外滩-申昆路枢纽站,1,900000075843011,121.42499235624987,31.213219715335995
定西路,延安东路外滩-申昆路枢纽站,1,900000075843012,121.41820581902579,31.21144532968479
凯旋路,延安东路外滩-申昆路枢纽站,1,900000075843013,121.41110245384061,31.209935675532286
娄山关路,延安东路外滩-申昆路枢纽站,1,900000075843014,121.39978219475198,31.203723797450298
水城南路,延安东路外滩-申昆路枢纽站,1,900000075843015,121.3877108783017,31.198802282188634
虹许路,延安东路外滩-申昆路枢纽站,1,900000075843016,121.38256630264945,31.195837487479615
虹梅路,延安东路外滩-申昆路枢纽站,1,900000075843017,121.3791712434832,31.19390483051612
剑河路,延安东路外滩-申昆路枢纽站,1,900000075843018,121.37256831660926,31.191515899380537
虹井路,延安东路外滩-申昆路枢纽站,1,900000075843019,121.36433661312834,31.188892650925236
外环路,延安东路外滩-申昆路枢纽站,1,900000075843020,121.35615626031941,31.18622739558407
航东路,延安东路外滩-申昆路枢纽站,1,900000075843021,121.34839307891724,31.183515132500194
航新路,延安东路外滩-申昆路枢纽站,1,900000075843022,121.34007771168152,31.17820235736722
吴宝路,延安东路外滩-申昆路枢纽站,1,900000075843023,121.33569052155538,31.17508300732198
申昆路枢纽站,延安东路外滩-申昆路枢纽站,1,900000075843024,121.33003426239635,31.17381431407974
