station_name,direction,ToDir,station_idx,station_lon,station_lat
上海火车站(南广场),上海火车站(南广场)-南浦大桥,0,310100010024002,121.44903823758254,31.249861777987853
恒丰路汉中路,上海火车站(南广场)-南浦大桥,0,310100010024003,121.45122539591385,31.244983764900972
石门二路山海关路,上海火车站(南广场)-南浦大桥,0,310100010024004,121.4561758372812,31.23595230557608
成都北路北京西路,上海火车站(南广场)-南浦大桥,0,310100010024005,121.4616700779824,31.235241172377684
黄陂北路武胜路,上海火车站(南广场)-南浦大桥,0,310100010024006,121.4669720310217,31.230127350207642
黄陂南路淮海中路,上海火车站(南广场)-南浦大桥,0,310100010024007,121.4704819174668,31.223976722673658
黄陂南路复兴中路,上海火车站(南广场)-南浦大桥,0,310100010024016,121.4717193743526,31.219546222002005
黄陂南路徐家汇路,上海火车站(南广场)-南浦大桥,0,310100010024017,121.47387513731643,31.21281044066908
局门路斜土路,上海火车站(南广场)-南浦大桥,0,310100010024011,121.47635290693775,31.20826663400244
局门路中山南一路,上海火车站(南广场)-南浦大桥,0,310100010024012,121.47832108828466,31.203109771117095
中山南路南车站路,上海火车站(南广场)-南浦大桥,0,310100010024013,121.4890545993927,31.206004880584214
南浦大桥,上海火车站(南广场)-南浦大桥,0,310100010024015,121.49677296581217,31.210349882694832
南浦大桥,南浦大桥-上海火车站(南广场),1,310100010023016,121.49709610230457,31.210675694385866
中山南路西藏南路,南浦大桥-上海火车站(南广场),1,310100010023003,121.48642135999397,31.20428888662399
蒙自路中山南一路,南浦大桥-上海火车站(南广场),1,310100010023004,121.47583267212485,31.201997201113652
蒙自路斜土路,南浦大桥-上海火车站(南广场),1,310100010023005,121.47434032121154,31.205554249331733
蒙自路丽园路,南浦大桥-上海火车站(南广场),1,310100010023006,121.47270956497027,31.208994016982217
顺昌路徐家汇路,南浦大桥-上海火车站(南广场),1,310100010023018,121.47516645039592,31.213275856359154
顺昌路复兴中路,南浦大桥-上海火车站(南广场),1,310100010023019,121.47396391725074,31.218874798509155
吉安路湖滨路,南浦大桥-上海火车站(南广场),1,310100010023020,121.47497393267278,31.223420497414025
嵩山路淮海中路,南浦大桥-上海火车站(南广场),1,310100010023010,121.47116107963957,31.224811198844552
威海路黄陂北路,南浦大桥-上海火车站(南广场),1,310100010023011,121.46570402686838,31.229902088999367
上海电视台,南浦大桥-上海火车站(南广场),1,310100010023012,121.46038441616687,31.232752075518814
石门二路山海关路,南浦大桥-上海火车站(南广场),1,310100010023013,121.45592302815278,31.236992226727484
恒丰路汉中路,南浦大桥-上海火车站(南广场),1,310100010023014,121.45121736233348,31.24512468352021
上海火车站(南广场),南浦大桥-上海火车站(南广场),1,310100010023015,121.44912644954721,31.25004388737739
