station_name,direction,ToDir,station_idx,station_lon,station_lat
新闸路温州路,新闸路温州路-高平路交城路,0,310100014670001,121.46504505008319,31.240430516656925
乌镇路蒙古路,新闸路温州路-高平路交城路,0,310100014670002,121.46272550860571,31.244436681579245
共和新路中华新路,新闸路温州路-高平路交城路,0,310100014670003,121.45930413030389,31.256815544148495
共和新路柳营路,新闸路温州路-高平路交城路,0,310100014670004,121.45525563129743,31.26608972551655
共和新路洛川东路,新闸路温州路-高平路交城路,0,310100014670015,121.4524393603423,31.271640835145128
共和新路大宁路,新闸路温州路-高平路交城路,0,310100014670006,121.4493106794849,31.276040033490453
广中西路共和新路,新闸路温州路-高平路交城路,0,310100014670007,121.44527911746508,31.28123040826522
万荣路灵石路,新闸路温州路-高平路交城路,0,310100014670008,121.43874810028542,31.282652365298727
万荣路永和路,新闸路温州路-高平路交城路,0,310100014670009,121.43773150416344,31.287853437983014
永和路万荣小区,新闸路温州路-高平路交城路,0,310100014670010,121.43516217932067,31.289240524531277
原平路永和路,新闸路温州路-高平路交城路,0,310100014670011,121.42729017609155,31.28985862877724
原平路汶水路,新闸路温州路-高平路交城路,0,310100014670012,121.42711368767495,31.29228341705372
原平路交城路,新闸路温州路-高平路交城路,0,310100014670013,121.42694619357863,31.29495212686936
高平路交城路,新闸路温州路-高平路交城路,0,310100014670016,121.42310264375092,31.2942497333321
高平路交城路,高平路交城路-新闸路温州路,1,310100010184002,121.42310264104663,31.294280720902943
高平路汶水路,高平路交城路-新闸路温州路,1,310100010184003,121.42308799936116,31.28994045463364
永和路原平路,高平路交城路-新闸路温州路,1,310100010184004,121.42886482689188,31.288630249701747
永和路万荣小区,高平路交城路-新闸路温州路,1,310100010184005,121.43303714207579,31.288909262817395
万荣路永和路,高平路交城路-新闸路温州路,1,310100010184006,121.43744079228775,31.289090429235323
万荣路灵石路,高平路交城路-新闸路温州路,1,310100010184007,121.43847347208377,31.28316066718668
广中西路共和新路,高平路交城路-新闸路温州路,1,310100010184008,121.44538639105093,31.28107668970523
共和新路延长中路,高平路交城路-新闸路温州路,1,310100010184009,121.45011390892257,31.274476443351258
闸北公园,高平路交城路-新闸路温州路,1,310100010184010,121.45380938526918,31.26849831420463
共和新路中山北路,高平路交城路-新闸路温州路,1,310100010184011,121.45575321867811,31.263997804238578
共和新路中华新路,高平路交城路-新闸路温州路,1,310100010184012,121.45892093701075,31.257533282594203
中兴路西藏北路,高平路交城路-新闸路温州路,1,310100010184013,121.4634899726283,31.254799029988153
西藏北路曲阜路,高平路交城路-新闸路温州路,1,310100010184014,121.46702704749822,31.24364230823707
新闸路温州路,高平路交城路-新闸路温州路,1,310100010184015,121.46505207211018,31.240430535076
