line_name,direction,lon,lat
20路,中山公园(万航渡路)-汉口路四川中路,121.41416057442632,31.22541435927627
20路,中山公园(万航渡路)-汉口路四川中路,121.41426665306294,31.225597351856027
20路,中山公园(万航渡路)-汉口路四川中路,121.41430968576398,31.22566435238495
20路,中山公园(万航渡路)-汉口路四川中路,121.4143627269532,31.22573835717234
20路,中山公园(万航渡路)-汉口路四川中路,121.41439373641796,31.225950281104584
20路,中山公园(万航渡路)-汉口路四川中路,121.41442375583189,31.22603826235596
20路,中山公园(万航渡路)-汉口路四川中路,121.41446979352708,31.226083275751474
20路,中山公园(万航渡路)-汉口路四川中路,121.41453885415783,31.226106316834084
20路,中山公园(万航渡路)-汉口路四川中路,121.41487515965204,31.22614255548865
20路,中山公园(万航渡路)-汉口路四川中路,121.41496624540756,31.22612963163545
20路,中山公园(万航渡路)-汉口路四川中路,121.41505832992863,31.226146694903424
20路,中山公园(万航渡路)-汉口路四川中路,121.41576799738041,31.226267200395124
20路,中山公园(万航渡路)-汉口路四川中路,121.41611933418149,31.226367440031837
20路,中山公园(万航渡路)-汉口路四川中路,121.41619540558871,31.226416479867666
20路,中山公园(万航渡路)-汉口路四川中路,121.41625647038204,31.226372550972332
20路,中山公园(万航渡路)-汉口路四川中路,121.41646268981916,31.2262337878592
20路,中山公园(万航渡路)-汉口路四川中路,121.41700528275813,31.22581344615704
20路,中山公园(万航渡路)-汉口路四川中路,121.41712041193706,31.22570859488001
20路,中山公园(万航渡路)-汉口路四川中路,121.4172495590895,31.22557477001569
20路,中山公园(万航渡路)-汉口路四川中路,121.4175478999986,31.225293164598177
20路,中山公园(万航渡路)-汉口路四川中路,121.41767004149412,31.225171330373648
20路,中山公园(万航渡路)-汉口路四川中路,121.41787628002626,31.22499060011483
20路,中山公园(万航渡路)-汉口路四川中路,121.41802144984754,31.224856794228216
20路,中山公园(万航渡路)-汉口路四川中路,121.41867823159184,31.224256681899032
20路,中山公园(万航渡路)-汉口路四川中路,121.41874731625384,31.224180782401827
20路,中山公园(万航渡路)-汉口路四川中路,121.41889950221358,31.22402999685738
20路,中山公园(万航渡路)-汉口路四川中路,121.41911376447521,31.223836291836083
20路,中山公园(万航渡路)-汉口路四川中路,121.41923591510594,31.223725461118153
20路,中山公园(万航渡路)-汉口路四川中路,121.41948021915869,31.22349880405243
20路,中山公园(万航渡路)-汉口路四川中路,121.4196404200807,31.223352029519344
20路,中山公园(万航渡路)-汉口路四川中路,121.4198847295913,31.223122378323932
20路,中山公园(万航渡路)-汉口路四川中路,121.41999987277671,31.223057523239305
20路,中山公园(万航渡路)-汉口路四川中路,121.4201070050184,31.22301564991281
20路,中山公园(万航渡路)-汉口路四川中路,121.42070275715213,31.22271639487816
20路,中山公园(万航渡路)-汉口路四川中路,121.42087798536974,31.222588635705534
20路,中山公园(万航渡路)-汉口路四川中路,121.42093205946667,31.222510728421657
20路,中山公园(万航渡路)-汉口路四川中路,121.42095510193222,31.222352826710072
20路,中山公园(万航渡路)-汉口路四川中路,121.42095511185347,31.222238880404262
20路,中山公园(万航渡路)-汉口路四川中路,121.42088607235237,31.22170406094619
20路,中山公园(万航渡路)-汉口路四川中路,121.42081002049358,31.221214213481975
20路,中山公园(万航渡路)-汉口路四川中路,121.4207329635236,31.220772342781956
20路,中山公园(万航渡路)-汉口路四川中路,121.42112245119509,31.220745759298413
20路,中山公园(万航渡路)-汉口路四川中路,121.4213897909048,31.22072305117062
20路,中山公园(万航渡路)-汉口路四川中路,121.4216040648842,31.22071628197895
20路,中山公园(万航渡路)-汉口路四川中路,121.42177228273952,31.220698470498558
20路,中山公园(万航渡路)-汉口路四川中路,121.4219094608207,31.220691621526463
20路,中山公园(万航渡路)-汉口路四川中路,121.42229897208897,31.220669056344246
20路,中山公园(万航渡路)-汉口路四川中路,121.42294884315463,31.22062579927202
20路,中山公园(万航渡路)-汉口路四川中路,121.42326227142715,31.22060116597241
20路,中山公园(万航渡路)-汉口路四川中路,121.42352963954045,31.2205944754077
20路,中山公园(万航渡路)-汉口路四川中路,121.42364379758106,31.220594607065348
20路,中山公园(万航渡路)-汉口路四川中路,121.42397225692753,31.220584993767115
20路,中山公园(万航渡路)-汉口路四川中路,121.42428569929126,31.220589360770127
20路,中山公园(万航渡路)-汉口路四川中路,121.42450701275816,31.22061461199769
20路,中山公园(万航渡路)-汉口路四川中路,121.42469027377722,31.220640819136403
20路,中山公园(万航渡路)-汉口路四川中路,121.42510286797953,31.220697292018226
20路,中山公园(万航渡路)-汉口路四川中路,121.42546940176932,31.22076371061667
20路,中山公园(万航渡路)-汉口路四川中路,121.42571476260962,31.22081199227186
20路,中山公园(万航渡路)-汉口路四川中路,121.42585196389135,31.22086014091047
20路,中山公园(万航渡路)-汉口路四川中路,121.4263787362841,31.22115266831305
20路,中山公园(万航渡路)-汉口路四川中路,121.42648589352525,31.221230768291782
20路,中山公园(万航渡路)-汉口路四川中路,121.4267002123749,31.221356983901707
20路,中山公园(万航渡路)-汉口路四川中路,121.42694458083871,31.221477243324674
20路,中山公园(万航渡路)-汉口路四川中路,121.42722701227322,31.221595556113705
20路,中山公园(万航渡路)-汉口路四川中路,121.42743333384085,31.221637807615366
20路,中山公园(万航渡路)-汉口路四川中路,121.42770075127564,31.221722122362095
20路,中山公园(万航渡路)-汉口路四川中路,121.42785399299518,31.221760308880476
20路,中山公园(万航渡路)-汉口路四川中路,121.42807534388763,31.22181957812844
20路,中山公园(万航渡路)-汉口路四川中路,121.42845795598703,31.221925047030677
